"record_id","record_id_source","legacy_archive_id","legacy_record_id","volume","mofa_material_id","source_url","title_jp","title_en","release_status_en_normalized","region_ids","reaction_region_ids","entity_ids","entity_review_required","organization_ids","related_organization_ids","event_ids","bloc_ids","keyword_ids","analytical_context_ids","primary_subject_jp","primary_subject_en","source_verified_note"
"mofa_100_108902","mofa_material_id_auto_exact_bunruiNo","2015-2086","legacy_2015_2086","","100-108902","https://da.mofa.go.jp/material-detail?id=100-108902","国連中国代表権問題/中共（各国の態度）","Question of China's Representation in the United Nations: Attitudes of Various Countries","Partially Open","GLOBAL;EAST_ASIA","GLOBAL","PRC;ROC;USA","","UN;UNGA","","NIXON_CHINA_VISIT_ANNOUNCEMENT_1971;UNGA_26_1971","","UN_CHINA_REPRESENTATION_ISSUE;US_PRC_RAPPROCHEMENT;NIXON_VISIT_TO_PRC;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;PRC_ROC_COMPETITION;VOTING_BEHAVIOR;VOTE_COUNTING","DECOLONIZATION_AND_UN_DIPLOMACY;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION","国連中国代表権問題：ニクソン訪中発表前後の中華民国および諸外国の態度","UN China Representation: ROC and Foreign Reactions around the Announcement of Nixon's Visit to the PRC","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_108900","mofa_material_id_auto_exact_bunruiNo","2015-2085","legacy_2015_2085","","100-108900","https://da.mofa.go.jp/material-detail?id=100-108900","国連代表権問題/中共（アジア、中近東、アフリカ諸国の態度）","Question of China's Representation in the United Nations: Attitudes of Asian, Middle Eastern, and African Countries","Partially Open","GLOBAL;EAST_ASIA","ASIA;MIDEAST;AFRICA","PRC;ROC","","UN;UNGA","","UNGA_25_1970;UNGA_26_1971","","UN_CHINA_REPRESENTATION_ISSUE;VOTING_BEHAVIOR;VOTE_COUNTING;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;PRC_ROC_COMPETITION;DIPLOMATIC_LOBBYING","DECOLONIZATION_AND_UN_DIPLOMACY;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION;THIRD_WORLD_RESPONSES_TO_CHINA_REPRESENTATION","国連中国代表権問題：第26回国連総会に向けたアジア・中近東・アフリカ諸国の態度","UN China Representation: Attitudes of Asian, Middle Eastern, and African Countries before the 26th UN General Assembly","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_115122","mofa_material_id_auto_exact_bunruiNo","2018-0965","legacy_2018_0965","","100-115122","https://da.mofa.go.jp/material-detail?id=100-115122","国連に関する日・諸外国協議","Japan's Consultations with Foreign Countries on the United Nations","Access Review Required","GLOBAL","","JPN","","UN","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_042833","mofa_material_id_auto_exact_bunruiNo","2010-1215","legacy_2010_1215","","100-042833","https://da.mofa.go.jp/material-detail?id=100-042833","国連第30回総会","Thirtieth Session of the United Nations General Assembly","Partially Open","GLOBAL","","","","UN;UNGA","","UNGA_30_1975","","UNGA;UN;DIP;JAPANESE_DIPLOMATIC_REPORTING","","国連第30回総会：会談・招待行事・日程調整","30th Session of the United Nations General Assembly: Meetings, Invitations, and Schedule Coordination","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_101842","mofa_material_id_auto_exact_bunruiNo","2014-3472","legacy_2014_3472","","100-101842","https://da.mofa.go.jp/material-detail?id=100-101842","国連 カンボディア問題国際会議","United Nations International Conference on the Cambodian Question","Open","ASIA;SOUTHEAST_ASIA","","KHM;VNM;PRC","","UN;ASEAN","","CAMBODIA_INTL_CONFERENCE_1981","","","COLD_WAR_IN_SOUTHEAST_ASIA;SOUTHEAST_ASIAN_COMMUNIST_POLITICS;SINO_SOVIET_RIVALRY_IN_SOUTHEAST_ASIA;PRC_VIETNAM_RIVALRY;REGIONAL_IDEOLOGICAL_CONFLICT;COMMUNIST_PARTY_POLITICS","カンボジア問題国際会議","International Conference on Cambodia","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_072714","mofa_material_id_auto_exact_bunruiNo","2011-0193","legacy_2011_0193","","100-072714","https://da.mofa.go.jp/material-detail?id=100-072714","UNCTAD第三回総会","Third Session of UNCTAD","Access Review Required","GLOBAL","","","","UN;UNCTAD","","UNCTAD_III_1972","GROUP_OF_77;GROUP_B;ASIAN_GROUP;AFRICAN_GROUP","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_103124","mofa_material_id_auto_exact_bunruiNo","2014-4153","legacy_2014_4153","","100-103124","https://da.mofa.go.jp/material-detail?id=100-103124","諸外国国防・軍事","National Defense and Military Affairs in Foreign Countries","Partially Open","GLOBAL","","","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_005850","mofa_material_id_auto_exact_bunruiNo","2010-4088","legacy_2010_4088","","100-005850","https://da.mofa.go.jp/material-detail?id=100-005850","日韓経済協力案件（国別経済協力）","Japan-ROK Economic Cooperation Projects (Country-Specific Economic Cooperation)","Open","ASIA","","JPN;KOR","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006643","mofa_material_id_auto_exact_bunruiNo","2012-3234","legacy_2012_3234","","100-006643","https://da.mofa.go.jp/material-detail?id=100-006643","フランス・中共外交関係樹立","Establishment of Diplomatic Relations between France and the PRC","Partially Open","ASIA","","FRA;PRC;ROC;TWN","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_113427","mofa_material_id_auto_exact_bunruiNo","2017-0657","legacy_2017_0657","","100-113427","https://da.mofa.go.jp/material-detail?id=100-113427","日ソ関係（第8回ソ連に関する日米非公式協議）","Japan-Soviet Relations: Eighth Informal Japan-US Consultations on the Soviet Union","Partially Open","GLOBAL;EAST_ASIA;EUROPE","","JPN;USSR;USA","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_103489","mofa_material_id_auto_exact_bunruiNo","2014-4226","legacy_2014_4226","","100-103489","https://da.mofa.go.jp/material-detail?id=100-103489","河本通商産業大臣サウディ・アラビア、エジプト、イラク訪問","Visit by Minister of International Trade and Industry Komoto to Saudi Arabia, Egypt, and Iraq","Partially Open","MIDEAST","","JPN;SAU;EGY;IRQ","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_013445","mofa_material_id","B'.6.1.0.24-2","legacy_b_6_1_0_24_2_vol2","2","100-013445","https://da.mofa.go.jp/material-detail?id=100-013445","アジア・アフリカ会議関係一件　諸外国の態度　第2巻","Records Relating to the Asian-African Conference: Positions of Foreign Countries (Vol. 2)","Partially Open","AFRO_ASIA;ASIA;AFRICA","","PRC;ROC","VIETNAM_ENTITY_AMBIGUOUS","VIET_MINH","SEATO","BANDUNG_1955","","BANDUNG_CONFERENCE;FOREIGN_GOVERNMENT_ATTITUDES;GOVERNMENT_REACTIONS;PRC_ROC_COMPETITION;CONFERENCE_DIPLOMACY;NATIONAL_LIBERATION_MOVEMENT","","アジア・アフリカ会議：諸外国およびヴィエトミンの態度（第二巻）","Asian-African Conference: Positions of Foreign Countries and the Viet Minh (Vol. 2)","User verified on current MOFA Diplomatic Archives web search system; material id added 2026-06-25."
"mofa_100_023523","mofa_material_id","B'.6.1.0.34","legacy_b_6_1_0_34_vol1","1","100-023523","https://da.mofa.go.jp/material-detail?id=100-023523","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第1巻","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 1)","Access Review Required","ASIA;AFRICA;MIDEAST;AFRO_ASIA","","JPN;PRC;USSR;IDN;IRQ;EGY;IRN","","AAPSO","","AAPSO_CONFERENCE_SERIES","","AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;THIRD_WORLD;ECON_COOP;PAN_AFRICAN;NATIONAL_LIBERATION_MOVEMENT","","アジア・アフリカ人民連帯会議／AAPSO系会議（第1巻）","Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 1)","User verified on current MOFA Diplomatic Archives web search system; material id added 2026-06-25."
"mofa_100_023524","mofa_material_id","B'.6.1.0.34","legacy_b_6_1_0_34_vol2","2","100-023524","https://da.mofa.go.jp/material-detail?id=100-023524","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第2巻","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 2)","Access Review Required","ASIA;AFRICA;MIDEAST;AFRO_ASIA","","JPN;PRC;USSR;IDN;IRQ;EGY;IRN","","AAPSO","","AAPSO_CONFERENCE_SERIES","","AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;THIRD_WORLD;ECON_COOP;PAN_AFRICAN;NATIONAL_LIBERATION_MOVEMENT","","アジア・アフリカ人民連帯会議／AAPSO系会議（第2巻）","Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 2)","User verified on current MOFA Diplomatic Archives web search system; material id added 2026-06-25."
"mofa_100_023525","mofa_material_id","B'.6.1.0.34","legacy_b_6_1_0_34_vol3","3","100-023525","https://da.mofa.go.jp/material-detail?id=100-023525","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第3巻","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 3)","Access Review Required","ASIA;AFRICA;MIDEAST;AFRO_ASIA","","JPN;PRC;USSR;IDN;IRQ;EGY;IRN","","AAPSO","","AAPSO_CONFERENCE_SERIES","","AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;THIRD_WORLD;ECON_COOP;PAN_AFRICAN;NATIONAL_LIBERATION_MOVEMENT","","アジア・アフリカ人民連帯会議／AAPSO系会議（第3巻）","Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 3)","User verified on current MOFA Diplomatic Archives web search system; material id added 2026-06-25."
"mofa_100_013468","mofa_material_id","B'.6.1.0.34","legacy_b_6_1_0_34_vol4","4","100-013468","https://da.mofa.go.jp/material-detail?id=100-013468","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第4巻","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 4)","Access Review Required","ASIA;AFRICA;MIDEAST;AFRO_ASIA","","JPN;PRC;USSR;IDN;IRQ;EGY;IRN","","AAPSO","","AAPSO_CONFERENCE_SERIES","","AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;THIRD_WORLD;ECON_COOP;PAN_AFRICAN;NATIONAL_LIBERATION_MOVEMENT;ORGANIZATIONAL_STRUCTURE;COMMITTEE_ACTIVITIES;ECONOMIC_SEMINAR;TRANSNATIONAL_POLITICAL_ORGANIZATION","","AAPSO系会議：組織構造・委員会・経済ゼミナール（第4巻）","AAPSO Conference Series: Organizational Structure, Committees, and Economic Seminars (Vol. 4)","User verified on current MOFA Diplomatic Archives web search system; material id added 2026-06-25."
